time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-05T20:02:54.850Z,-34.8633,-107.5445,11.87,5,mb,,107,28.778,0.88,us,us20002mfl,2015-06-09T14:59:03.000Z,Southern East Pacific Rise,earthquake
2015-06-05T19:54:01.000Z,50.038,-178.6364,25.8,3.4,ml,,,,0.78,ak,ak11618364,2015-06-09T20:03:52.141Z,"140km SSE of Amatignak Island, Alaska",earthquake
2015-06-05T19:49:51.000Z,60.5407,-152.3253,94.1,1.7,ml,,,,0.3,ak,ak11618363,2015-06-09T20:03:23.533Z,"23km ENE of Redoubt Volcano, Alaska",earthquake
2015-06-05T19:27:06.000Z,59.5572,-153.3664,129.4,2.2,ml,,,,0.56,ak,ak11618361,2015-06-09T20:03:27.892Z,"89km WSW of Anchor Point, Alaska",earthquake
2015-06-05T19:09:32.800Z,19.138,-66.8308,31,2.9,Md,11,270,0.7168556,0.2,pr,pr15156006,2015-06-06T14:17:53.040Z,"72km N of Hatillo, Puerto Rico",earthquake
2015-06-05T19:00:15.700Z,19.2092,-67.3861,46,2.8,Md,6,338.4,0.7815343,0.36,pr,pr15156007,2015-06-06T14:06:50.040Z,"84km NNW of San Antonio, Puerto Rico",earthquake
2015-06-05T18:56:31.450Z,38.8223343,-122.7628326,2.57,1.14,md,20,54,0.009829,0.03,nc,nc72461411,2015-06-05T18:58:03.910Z,"3km W of Cobb, California",earthquake
2015-06-05T18:50:39.190Z,39.1273,-119.404,8.8613,0.08,ml,6,136.78,0.157,0.1865,nn,nn00497439,2015-06-06T18:23:15.027Z,"20km SE of Dayton, Nevada",earthquake
2015-06-05T18:47:58.097Z,39.1299,-119.4053,10.0793,0.89,ml,10,124.34,0.156,0.0739,nn,nn00497393,2015-06-06T18:19:48.719Z,"20km SE of Dayton, Nevada",earthquake
2015-06-05T18:42:23.000Z,62.2425,-153.3821,0.4,1.8,ml,,,,0.74,ak,ak11618262,2015-06-09T19:57:18.381Z,"138km SE of McGrath, Alaska",earthquake
2015-06-05T18:41:45.000Z,64.5283,-149.3006,10.1,0.8,ml,,,,0.47,ak,ak11618261,2015-06-09T19:57:23.007Z,"10km WSW of North Nenana, Alaska",earthquake
2015-06-05T18:31:35.200Z,36.1659,-96.9835,5.237,3.2,mb_lg,,62,,0.71,us,us20002mem,2015-06-06T14:03:24.612Z,"8km NE of Stillwater, Oklahoma",earthquake
2015-06-05T18:12:33.000Z,62.32,-148.7008,41.9,1.3,ml,,,,0.31,ak,ak11618256,2015-06-09T19:56:51.071Z,"58km N of Sutton-Alpine, Alaska",earthquake
2015-06-05T18:10:12.350Z,33.0578333,-114.9866667,0.01,1.82,ml,7,149,0.08568,0.17,ci,ci37394152,2015-06-05T19:04:10.958Z,"46km NE of Holtville, California",quarry blast
2015-06-05T18:10:06.750Z,38.8250008,-122.7979965,3.11,0.43,md,7,108,0.009569,0.02,nc,nc72461391,2015-06-05T18:11:39.470Z,"6km W of Cobb, California",earthquake
2015-06-05T18:00:18.220Z,47.8236667,-120.5753333,8.28,1.03,md,7,122,0.07032,0.07,uw,uw61033731,2015-06-05T20:06:47.710Z,"26km NNE of Leavenworth, Washington",earthquake
2015-06-05T17:57:48.300Z,36.6636,-98.2951,4.632,3,mb_lg,,106,,0.86,us,us20002meg,2015-06-06T13:54:55.150Z,"11km SSE of Cherokee, Oklahoma",earthquake
2015-06-05T17:57:17.000Z,61.3173,-140.9873,5.3,1.2,ml,,,,0.41,ak,ak11618191,2015-06-09T19:57:26.258Z,"160km NNE of Cape Yakataga, Alaska",earthquake
2015-06-05T17:55:51.000Z,63.5132,-151.2682,7.5,1.9,ml,,,,0.65,ak,ak11618184,2015-06-09T19:57:30.975Z,"116km W of Cantwell, Alaska",earthquake
2015-06-05T17:48:04.000Z,63.6899,-149.4375,119.6,1.7,ml,,,,0.38,ak,ak11618181,2015-06-09T19:57:28.930Z,"29km SW of Healy, Alaska",earthquake
2015-06-05T17:42:24.870Z,35.053,-118.3451667,0.01,1,ml,17,62,0.06233,0.13,ci,ci37394136,2015-06-05T18:54:03.976Z,"13km SE of Tehachapi, California",quarry blast
2015-06-05T17:30:03.030Z,33.274,-116.7741667,11.84,0.82,ml,28,59,0.04006,0.14,ci,ci37394128,2015-06-05T18:39:06.005Z,"4km NNW of Lake Henshaw, California",earthquake
2015-06-05T17:29:00.000Z,59.8437,-150.7528,51.2,1.4,ml,,,,0.13,ak,ak11618167,2015-06-09T19:56:50.217Z,"32km ENE of Fritz Creek, Alaska",earthquake
2015-06-05T17:25:12.640Z,35.8583333,-117.693,3.4,0.16,ml,9,85,0.08847,0.04,ci,ci37132972,2015-06-05T18:15:17.200Z,"21km ESE of Little Lake, California",earthquake
2015-06-05T17:25:05.970Z,35.8583333,-117.6871667,3.73,0.56,ml,16,79,0.08034,0.15,ci,ci37394120,2015-06-05T18:10:42.019Z,"22km ESE of Little Lake, California",earthquake
2015-06-05T17:23:29.110Z,48.2878333,-122.0778333,0.02,0.52,md,2,284,0.02667,0.24,uw,uw61033701,2015-06-05T17:57:33.280Z,"8km NE of Bryant, Washington",explosion
2015-06-05T17:20:49.000Z,63.1783,-150.4303,122.5,1.7,ml,,,,0.38,ak,ak11618165,2015-06-09T19:57:34.255Z,"77km WSW of Cantwell, Alaska",earthquake
2015-06-05T17:13:41.190Z,38.7936668,-122.8174973,6.52,0.44,md,8,128,0.02247,0.09,nc,nc72461371,2015-06-05T17:15:14.080Z,"5km WNW of The Geysers, California",earthquake
2015-06-05T17:12:23.870Z,38.8095016,-122.8203354,2.84,1.01,md,21,57,0.006938,0.04,nc,nc72461366,2015-06-05T17:13:59.050Z,"6km WNW of The Geysers, California",earthquake
2015-06-05T17:10:16.005Z,36.9582,-116.3208,3.4056,-0.19,ml,5,147.02,0.058,0.0663,nn,nn00497389,2015-06-05T18:55:40.376Z,"39km E of Beatty, Nevada",earthquake
2015-06-05T17:07:48.190Z,37.3263333,-122.104,0.02,1.7,md,33,36,0.01191,0.11,nc,nc72461361,2015-06-06T05:12:18.350Z,"11km E of Quarry near Portola Valley, CA",quarry blast
2015-06-05T17:03:56.290Z,-17.927,-172.399,33.35,4.7,mb,,86,2.609,1.41,us,us20002me5,2015-06-06T13:44:19.350Z,"185km ENE of Neiafu, Tonga",earthquake
2015-06-05T16:59:42.000Z,65.1552,-148.5258,6.2,0.8,ml,,,,0.31,ak,ak11618100,2015-06-15T21:40:49.554Z,"41km NW of Ester, Alaska",earthquake
2015-06-05T16:55:40.890Z,46.0225,-123.236,0.02,0.87,md,5,136,0.1409,0.11,uw,uw61033681,2015-06-05T17:54:25.380Z,"9km SSW of Clatskanie, Oregon",explosion
2015-06-05T16:52:17.900Z,38.8361664,-122.8085022,2.06,0.56,md,9,108,0.01281,0.01,nc,nc72461356,2015-06-05T16:53:54.900Z,"7km WNW of Cobb, California",earthquake
2015-06-05T16:45:29.721Z,38.3887,-118.586,12.7585,1.06,ml,10,123.04,0.152,0.1797,nn,nn00497384,2015-06-06T17:54:48.448Z,"15km SSE of Hawthorne, Nevada",earthquake
2015-06-05T16:45:12.810Z,36.457,-117.6366667,2.4,0.75,ml,6,120,0.1632,0.06,ci,ci37394104,2015-06-06T17:55:00.835Z,"38km ENE of Olancha, California",earthquake
2015-06-05T16:38:05.280Z,-9.3155,111.5017,56.12,4.9,mb,,89,1.696,1.33,us,us20002mdr,2015-06-29T17:12:50.429Z,"113km S of Ngulung Wetan, Indonesia",earthquake
2015-06-05T16:37:52.501Z,36.6135,-116.2916,9.1594,0.05,ml,7,211.87,0.118,0.0738,nn,nn00497526,2015-06-06T17:45:25.812Z,"52km NNW of Pahrump, Nevada",earthquake
2015-06-05T16:30:53.000Z,61.6608,-149.9049,39.8,1.9,ml,,,,0.51,ak,ak11618075,2015-06-09T19:57:37.107Z,"5km NW of Houston, Alaska",earthquake
2015-06-05T16:25:55.480Z,35.8483333,-117.6798333,3.93,0.42,ml,9,96,0.07438,0.08,ci,ci37132964,2015-06-05T16:57:06.643Z,"23km ESE of Little Lake, California",earthquake
2015-06-05T16:25:44.280Z,35.8531667,-117.6808333,3.66,0.46,ml,10,81,0.07732,0.07,ci,ci37394096,2015-06-05T16:53:41.619Z,"22km ESE of Little Lake, California",earthquake
2015-06-05T16:25:05.000Z,60.0586,-153.1124,126.8,2.3,ml,,,,0.52,ak,ak11618071,2015-06-09T19:57:35.578Z,"51km SSW of Redoubt Volcano, Alaska",earthquake
2015-06-05T16:16:19.870Z,34.6268333,-117.2843333,0.01,0.98,ml,17,195,0.2694,0.21,ci,ci37394080,2015-06-05T16:43:13.680Z,"10km N of Victorville, California",quarry blast
2015-06-05T16:02:12.609Z,37.3347,-117.1286,20.2185,0.26,ml,8,202.66,0.362,0.1852,nn,nn00497525,2015-06-06T17:38:40.506Z,"42km SSE of Goldfield, Nevada",earthquake
2015-06-05T15:59:12.000Z,64.7196,-148.9926,7.1,0.3,ml,,,,0.31,ak,ak11618005,2015-06-09T19:56:49.197Z,"16km NNE of North Nenana, Alaska",earthquake
2015-06-05T15:51:09.683Z,36.6995,-116.3178,9.7901,-0.18,ml,10,168.36,0.089,0.0452,nn,nn00497916,2015-06-09T16:45:32.554Z,"45km ESE of Beatty, Nevada",earthquake
2015-06-05T15:46:16.010Z,38.8336667,-122.8091667,2.97,0.63,md,20,47,0.01028,0.02,nc,nc72461341,2015-06-06T03:47:05.160Z,"7km W of Cobb, California",earthquake
2015-06-05T15:45:25.000Z,52.201,-176.0375,168.2,2.3,ml,,,,0.23,ak,ak11621689,2015-06-09T19:57:10.163Z,"55km NE of Adak, Alaska",earthquake
2015-06-05T15:45:23.940Z,44.6323333,-110.7023333,2.35,0.83,md,4,141,0.05,0.07,uu,uu60008360,2015-06-10T15:46:01.360Z,"21km NNE of Old Faithful Geyser, Wyoming",earthquake
2015-06-05T15:45:14.470Z,44.621,-110.6923333,2.07,1.12,md,4,157,0.038,0.2,uu,uu60113317,2015-06-10T15:41:21.890Z,"20km NNE of Old Faithful Geyser, Wyoming",earthquake
2015-06-05T15:42:35.000Z,60.1946,-151.1323,63.9,1.4,ml,,,,0.35,ak,ak11618001,2015-06-09T19:57:11.931Z,"21km SSE of Cohoe, Alaska",earthquake
2015-06-05T15:15:15.560Z,35.4803333,-120.8136667,5.3,1.58,md,54,53,0.05951,0.05,nc,nc72461321,2015-06-05T18:13:44.160Z,"8km ENE of Cayucos, California",earthquake
2015-06-05T15:13:16.220Z,35.5073333,-120.85,3.95,0.74,md,8,155,0.05326,0.1,nc,nc72461326,2015-06-05T16:56:57.470Z,"8km NNE of Cayucos, California",earthquake
2015-06-05T15:12:15.520Z,34.0133333,-117.1898333,8.31,1.23,ml,43,62,0.06799,0.15,ci,ci37394064,2015-06-05T16:38:38.429Z,"5km S of Redlands, California",earthquake
2015-06-05T15:11:05.000Z,61.5459,-146.4327,32,1.5,ml,,,,0.41,ak,ak11617989,2015-06-09T19:57:41.883Z,"46km N of Valdez, Alaska",earthquake
2015-06-05T14:54:26.000Z,62.4686,-150.9931,84.7,1.4,ml,,,,0.44,ak,ak11617929,2015-06-09T19:57:20.952Z,"48km WNW of Talkeetna, Alaska",earthquake
2015-06-05T14:54:00.700Z,-37.1519,78.1341,10,5,mb,,56,0.784,0.95,us,us20002mbq,2015-06-15T18:56:21.000Z,"93km NE of Amsterdam Island, France",earthquake
2015-06-05T14:24:28.000Z,50.2615,179.1258,41.3,2.8,ml,,,,0.59,ak,ak11621684,2015-06-09T19:57:31.899Z,"167km SW of Amatignak Island, Alaska",earthquake
2015-06-05T14:14:29.500Z,40.4651667,-122.0435,17.38,1.31,md,23,36,0.09326,0.12,nc,nc72461311,2015-06-06T03:42:34.100Z,"13km WSW of Shingletown, California",earthquake
2015-06-05T13:57:01.010Z,33.2968333,-116.7345,12.24,0.52,ml,15,99,0.064,0.1,ci,ci37394048,2015-06-05T16:32:00.630Z,"7km NNE of Lake Henshaw, California",earthquake
2015-06-05T13:50:02.710Z,-56.3388,-26.9232,109.22,4.9,mb,,71,5.837,0.74,us,us20002mbd,2015-06-05T21:52:32.214Z,"43km NNE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-06-05T13:45:49.000Z,61.6416,-149.5396,32.5,1.5,ml,,,,0.44,ak,ak11617862,2015-06-09T19:57:40.114Z,"3km ENE of Meadow Lakes, Alaska",earthquake
2015-06-05T13:43:25.240Z,34.1036667,-116.6165,6.69,1.06,ml,25,102,0.07003,0.11,ci,ci37394040,2015-06-05T16:28:10.597Z,"7km NNW of Morongo Valley, California",earthquake
2015-06-05T13:42:04.000Z,53.7495,-164.0644,28.4,2.5,ml,,,,0.22,ak,ak11621682,2015-06-09T19:58:09.416Z,"120km ESE of Akutan, Alaska",earthquake
2015-06-05T13:41:17.070Z,46.7485,-121.8995,8.59,0.25,md,6,292,0.06185,0.02,uw,uw61033411,2015-06-05T21:04:28.770Z,"23km NW of Packwood, Washington",earthquake
2015-06-05T13:39:30.000Z,53.7361,-164.0627,26.6,2.7,ml,,,,0.2,ak,ak11617861,2015-06-09T19:57:50.950Z,"120km ESE of Akutan, Alaska",earthquake
2015-06-05T13:28:17.100Z,36.3187,-97.5191,6.92,3,ml,,56,,0.33,us,us20002mb9,2015-06-29T17:11:14.000Z,"20km W of Perry, Oklahoma",earthquake
2015-06-05T13:27:55.070Z,39.1475,-123.5238333,6.61,1.16,md,8,113,0.0976,0.05,nc,nc72461296,2015-06-06T03:42:03.530Z,"20km NW of Boonville, California",earthquake
2015-06-05T13:25:23.420Z,38.8339996,-122.800499,2.89,0.84,md,16,71,0.009071,0.03,nc,nc72461291,2015-06-05T13:26:59.480Z,"6km W of Cobb, California",earthquake
2015-06-05T13:18:03.120Z,34.0883333,-117.3,15.25,0.99,ml,33,82,0.1091,0.12,ci,ci37394024,2015-06-05T16:23:19.565Z,"2km NE of Colton, California",earthquake
2015-06-05T13:16:17.000Z,62.2591,-150.2158,2.9,1.1,ml,,,,0.77,ak,ak11621680,2015-06-15T21:40:45.915Z,"9km SW of Talkeetna, Alaska",earthquake
2015-06-05T13:06:41.100Z,37.5533333,-118.8563333,7.45,0.21,md,8,292,0.04254,0.02,nc,nc72461286,2015-06-05T16:46:24.850Z,"14km SE of Mammoth Lakes, California",earthquake
2015-06-05T13:04:39.800Z,19.0648,-68.0485,25,3,Md,4,338.4,1.2693195,0.11,pr,pr15156005,2015-06-05T21:07:15.040Z,"65km NE of Punta Cana, Dominican Republic",earthquake
2015-06-05T13:03:51.460Z,36.5288333,-121.0915,2.47,1.2,md,21,88,0.02249,0.05,nc,nc72461281,2015-06-06T03:41:32.960Z,"24km ENE of Soledad, California",earthquake
2015-06-05T12:56:49.910Z,38.8036652,-122.8195038,3.59,0.55,md,8,166,0.01939,0.02,nc,nc72461276,2015-06-05T12:58:24.240Z,"6km WNW of The Geysers, California",earthquake
2015-06-05T12:56:21.000Z,35.3118333,-118.5956667,5.86,1.07,ml,15,113,0.1109,0.15,ci,ci37394016,2015-06-05T16:18:28.482Z,"24km NNW of Tehachapi, California",earthquake
2015-06-05T12:54:31.370Z,33.4158333,-116.8628333,13.39,0.81,ml,26,70,0.06206,0.13,ci,ci37394008,2015-06-05T16:15:23.487Z,"3km S of Aguanga, California",earthquake
2015-06-05T12:47:31.000Z,63.4836,-147.4576,0.9,0.9,ml,,,,0.63,ak,ak11621679,2015-06-09T19:57:06.188Z,"75km E of Cantwell, Alaska",earthquake
2015-06-05T12:47:02.000Z,60.1411,-152.5317,91.2,1.6,ml,,,,0.47,ak,ak11621678,2015-06-09T19:57:05.144Z,"40km SSE of Redoubt Volcano, Alaska",earthquake
2015-06-05T12:42:30.720Z,38.8230019,-122.7623367,2.19,0.23,md,7,139,0.009521,0.03,nc,nc72461271,2015-06-05T12:44:04.090Z,"3km W of Cobb, California",earthquake
2015-06-05T12:38:04.720Z,45.3815,-121.7133333,0.02,1.3,md,4,193,0.02358,0.13,uw,uw61033321,2015-06-12T19:50:53.440Z,"21km E of Mount Hood Village, Oregon",other event
2015-06-05T12:32:50.460Z,39.1458333,-123.5176667,7.21,1.87,md,13,110,0.1026,0.09,nc,nc72461266,2015-06-12T22:24:10.970Z,"20km NW of Boonville, California",earthquake
2015-06-05T12:32:37.000Z,53.7867,-164.1518,58.6,2.9,ml,,,,0.54,ak,ak11617802,2015-06-09T19:58:47.831Z,"113km ESE of Akutan, Alaska",earthquake
2015-06-05T12:23:07.000Z,58.924,-137.1177,1.4,1.7,ml,,,,0.72,ak,ak11621676,2015-06-15T21:40:45.180Z,"98km NW of Gustavus, Alaska",earthquake
2015-06-05T12:22:45.159Z,36.6994,-116.3104,10.6192,-0.08,ml,9,196.38,0.084,0.0979,nn,nn00497523,2015-06-06T17:32:17.099Z,"46km ESE of Beatty, Nevada",earthquake
2015-06-05T12:21:18.750Z,38.8221664,-122.7661667,2.61,1.12,md,21,79,0.008794,0.03,nc,nc72461261,2015-06-05T12:22:54.970Z,"3km W of Cobb, California",earthquake
2015-06-05T12:10:13.192Z,36.7021,-116.3141,11.2765,0.61,ml,20,76.03,0.086,0.1267,nn,nn00497343,2015-06-06T02:39:30.648Z,"45km ESE of Beatty, Nevada",earthquake
2015-06-05T12:07:24.866Z,37.3363,-117.1368,15.608,0.48,ml,10,198.31,0.365,0.1662,nn,nn00497522,2015-06-06T17:25:52.837Z,"42km SSE of Goldfield, Nevada",earthquake
2015-06-05T11:58:09.730Z,35.8611667,-117.6898333,3.85,1.33,ml,27,48,0.08046,0.14,ci,ci37394000,2015-06-05T16:11:04.380Z,"21km ESE of Little Lake, California",earthquake
2015-06-05T11:52:42.540Z,19.4860001,-155.4303284,1.13,2.43,ml,31,64,0.0424,0.28,hv,hv60953651,2015-06-05T11:59:04.890Z,"21km WNW of Volcano, Hawaii",earthquake
2015-06-05T11:51:56.683Z,37.3113,-114.639,0.5371,1,ml,12,111.63,0.341,0.1811,nn,nn00497341,2015-06-06T02:39:09.516Z,"35km SSW of Caliente, Nevada",earthquake
2015-06-05T11:45:46.000Z,51.2412,-177.9776,39.6,2,ml,,,,0.19,ak,ak11621675,2015-06-09T19:57:03.217Z,"72km S of Tanaga Volcano, Alaska",earthquake
2015-06-05T11:43:33.000Z,18.5641,-68.0955,80,2.5,Md,3,208.8,0.27578279,0.25,pr,pr15156004,2015-06-05T19:46:00.189Z,"32km E of Punta Cana, Dominican Republic",earthquake
2015-06-05T11:38:25.430Z,35.8616667,-117.6878333,3.65,0.45,ml,13,79,0.08202,0.17,ci,ci37393992,2015-06-05T16:02:39.591Z,"21km ESE of Little Lake, California",earthquake
2015-06-05T11:38:07.000Z,60.6221,-141.8237,12.3,1,ml,,,,0.51,ak,ak11617747,2015-06-15T21:40:46.610Z,"70km NNE of Cape Yakataga, Alaska",earthquake
2015-06-05T11:35:22.910Z,33.5115,-116.55,14.61,0.59,ml,25,72,0.04672,0.11,ci,ci37393984,2015-06-05T15:59:50.265Z,"12km ESE of Anza, California",earthquake
2015-06-05T11:29:11.800Z,18.9412,-68.001,56,3.4,Md,14,241.2,0.55695548,0.25,pr,pr15156002,2015-06-05T19:31:48.971Z,"58km NE of Punta Cana, Dominican Republic",earthquake
2015-06-05T11:20:40.000Z,57.0925,-157.0406,6.9,2.1,ml,,,,0.54,ak,ak11617746,2015-06-09T19:57:23.958Z,"140km NE of Chignik Lake, Alaska",earthquake
2015-06-05T11:10:55.140Z,36.702,-116.3137,10.6276,-0.16,ml,10,197.61,0.085,0.0939,nn,nn00497340,2015-06-06T17:22:40.490Z,"45km ESE of Beatty, Nevada",earthquake
2015-06-05T10:56:58.560Z,38.7948333,-122.7548333,2.9,1.19,md,46,44,0.006933,0.07,nc,nc72461246,2015-06-05T22:48:18.840Z,"1km N of The Geysers, California",earthquake
2015-06-05T10:54:43.000Z,59.9263,-152.3527,59.7,1.5,ml,,,,0.4,ak,ak11621672,2015-06-09T19:57:01.725Z,"33km WNW of Anchor Point, Alaska",earthquake
2015-06-05T10:53:59.360Z,36.5105,-121.0971667,5.75,1.07,md,19,59,0.01621,0.07,nc,nc72461241,2015-06-06T03:41:02.390Z,"22km ENE of Soledad, California",earthquake
2015-06-05T10:36:02.000Z,62.7559,-150.5558,81.3,1.9,ml,,,,0.42,ak,ak11617692,2015-06-09T19:57:43.725Z,"53km NNW of Talkeetna, Alaska",earthquake
2015-06-05T10:31:45.864Z,39.2385,-120.0866,8.3235,-0.24,ml,6,147.17,0.044,0.1186,nn,nn00497395,2015-06-06T02:43:10.045Z,"3km W of Tahoe Vista, California",earthquake
2015-06-05T10:31:05.300Z,17.9125,-67.335,32,2.8,Md,7,259.2,0.28296931,0.25,pr,pr15156003,2015-06-05T18:33:46.393Z,"17km WSW of Pole Ojea, Puerto Rico",earthquake
2015-06-05T10:30:49.110Z,30.8723,102.9418,15.22,4.7,mb,,64,5.681,1.24,us,us20002m9n,2015-06-06T15:13:11.948Z,"57km ESE of Meixing, China",earthquake
2015-06-05T10:19:36.890Z,33.526,-116.7358333,5.44,0.46,ml,23,48,0.03932,0.14,ci,ci37393976,2015-06-05T15:55:44.093Z,"7km WSW of Anza, California",earthquake
2015-06-05T10:03:59.410Z,35.581,-118.4856667,3.99,0.64,ml,11,88,0.08215,0.1,ci,ci37393968,2015-06-05T15:51:53.645Z,"1km SE of Bodfish, California",earthquake
2015-06-05T09:40:31.010Z,35.8521667,-117.6873333,3.83,0.61,ml,17,77,0.07658,0.17,ci,ci37393960,2015-06-05T15:50:05.098Z,"22km ESE of Little Lake, California",earthquake
2015-06-05T09:34:58.370Z,46.4773333,-122.4063333,20.29,0.51,md,11,101,0.1365,0.1,uw,uw61033226,2015-06-05T21:02:44.880Z,"13km SW of Morton, Washington",earthquake
2015-06-05T09:33:26.120Z,35.8548333,-117.688,3.78,0.76,ml,17,82,0.07768,0.15,ci,ci37132956,2015-06-05T15:47:38.738Z,"22km ESE of Little Lake, California",earthquake
2015-06-05T09:33:20.340Z,35.855,-117.6888333,5.43,0.51,ml,15,76,0.07724,0.11,ci,ci37393952,2015-06-05T15:43:24.836Z,"22km ESE of Little Lake, California",earthquake
2015-06-05T09:27:23.170Z,-17.4206,-69.6302,157.04,4.7,mb,,91,1.162,1.66,us,us20002m9a,2015-06-05T17:30:06.732Z,"43km E of Tarata, Peru",earthquake
2015-06-05T09:15:27.820Z,36.7393,-116.2584,4.4322,-0.07,ml,17,59.39,0.039,0.1327,nn,nn00497338,2015-06-06T17:19:25.814Z,"48km ESE of Beatty, Nevada",earthquake
2015-06-05T09:10:52.760Z,34.1256667,-118.426,3.22,1.06,ml,20,80,0.03096,0.14,ci,ci37393944,2015-06-05T15:30:58.219Z,"3km SE of Sherman Oaks, California",earthquake
2015-06-05T09:04:49.000Z,63.0781,-150.8127,118.1,1.3,ml,,,,0.44,ak,ak11621670,2015-06-09T19:57:00.813Z,"91km NNW of Talkeetna, Alaska",earthquake
2015-06-05T09:04:06.601Z,36.6225,-113.119,13.3559,1.17,ml,5,235.48,0.402,0.2497,nn,nn00497337,2015-06-06T17:12:37.830Z,"42km SSW of Colorado City, Arizona",earthquake
2015-06-05T09:03:33.934Z,36.6984,-116.3124,10.8744,0.63,ml,21,76.97,0.086,0.108,nn,nn00497336,2015-06-06T02:38:23.192Z,"46km ESE of Beatty, Nevada",earthquake
2015-06-05T09:01:30.790Z,34.0446667,-116.9168333,16.64,1.39,ml,58,60,0.01999,0.15,ci,ci37393936,2015-06-05T15:28:26.000Z,"12km E of Yucaipa, California",earthquake
2015-06-05T08:58:32.650Z,33.5968333,-116.8146667,9.61,0.83,ml,37,42,0.04232,0.12,ci,ci37393928,2015-06-05T15:19:44.862Z,"14km WNW of Anza, California",earthquake
2015-06-05T08:53:32.000Z,53.6927,-165.2517,100.9,3.3,ml,,,,0.55,ak,ak11617640,2015-06-09T19:58:29.170Z,"60km SE of Akutan, Alaska",earthquake
2015-06-05T08:48:41.000Z,63.0278,-150.6225,110.8,1.4,ml,,,,0.31,ak,ak11617639,2015-06-09T19:56:35.636Z,"82km NNW of Talkeetna, Alaska",earthquake
2015-06-05T08:45:22.260Z,19.1991673,-155.360672,0.01,2,ml,47,166,0.05163,0.26,hv,hv60953571,2015-06-05T08:51:03.490Z,"12km E of Pahala, Hawaii",earthquake
2015-06-05T08:44:06.000Z,63.3478,-152.1403,8.9,0.8,ml,,,,0.69,ak,ak11621667,2015-06-09T19:56:59.883Z,"154km NW of Talkeetna, Alaska",earthquake
2015-06-05T08:43:42.100Z,47.7978,-113.1883,12.4,2,mc,31,104.3999916,0.5578538,0.18,mb,mb15718747,2015-06-05T17:00:44.536Z,"72km ESE of Bigfork, Montana",earthquake
2015-06-05T08:41:57.820Z,38.7368333,-122.7183333,2.8,0.17,md,18,246,0.006573,0.06,nc,nc72461231,2015-06-05T18:29:16.730Z,"5km SE of The Geysers, California",earthquake
2015-06-05T08:41:27.000Z,62.5134,-151.9005,99.5,1.3,ml,,,,0.41,ak,ak11621666,2015-06-09T19:56:59.095Z,"94km WNW of Talkeetna, Alaska",earthquake
2015-06-05T08:37:13.232Z,36.6978,-116.3145,10.1039,-0.08,ml,9,172.13,0.087,0.0908,nn,nn00497380,2015-06-06T02:40:26.768Z,"46km ESE of Beatty, Nevada",earthquake
2015-06-05T08:36:58.181Z,36.6994,-116.3211,9.7093,-0.05,ml,7,279.55,0.092,0.049,nn,nn00497415,2015-06-06T02:44:21.076Z,"45km ESE of Beatty, Nevada",earthquake
2015-06-05T08:32:30.926Z,36.6994,-116.3107,10.5989,-0.05,ml,10,196.49,0.084,0.081,nn,nn00497517,2015-06-06T17:03:16.127Z,"46km ESE of Beatty, Nevada",earthquake
2015-06-05T08:29:04.856Z,36.7005,-116.3144,10.7751,0.89,ml,30,76.28,0.086,0.1195,nn,nn00497333,2015-06-06T02:37:59.382Z,"45km ESE of Beatty, Nevada",earthquake
2015-06-05T08:28:59.840Z,34.348,-116.7191667,3.86,1.22,ml,29,67,0.08997,0.11,ci,ci37393912,2015-06-05T15:13:02.715Z,"15km NE of Big Bear City, California",earthquake
2015-06-05T08:27:48.000Z,63.5514,-147.5153,16.1,0.9,ml,,,,0.61,ak,ak11621665,2015-06-09T19:56:58.172Z,"73km ENE of Cantwell, Alaska",earthquake
2015-06-05T08:24:35.520Z,-28.9455,-176.1185,20.17,5.1,mb,,63,1.612,0.63,us,us20002m8t,2015-06-05T16:27:16.774Z,"177km E of Raoul Island, New Zealand",earthquake
2015-06-05T08:14:53.000Z,53.7391,-165.8879,67,2,ml,,,,0.2,ak,ak11621664,2015-06-09T19:56:57.225Z,"44km S of Akutan, Alaska",earthquake
2015-06-05T08:12:27.000Z,61.5074,-151.6307,77.8,1.7,ml,,,,0.41,ak,ak11617506,2015-06-09T19:57:15.438Z,"88km WSW of Willow, Alaska",earthquake
2015-06-05T07:39:14.000Z,62.0508,-148.9694,16.2,1.1,ml,,,,0.55,ak,ak11617504,2015-06-15T21:40:48.668Z,"29km NNW of Sutton-Alpine, Alaska",earthquake
2015-06-05T07:35:27.720Z,36.0268333,-118.0261667,3.87,1.19,ml,21,66,0.1117,0.11,ci,ci37393904,2015-06-05T15:09:12.625Z,"7km WSW of Coso Junction, California",earthquake
2015-06-05T07:34:19.460Z,38.7999992,-122.7574997,2.63,0.64,md,14,79,0.02332,0.02,nc,nc72461226,2015-06-05T07:35:54.780Z,"2km N of The Geysers, California",earthquake
2015-06-05T07:30:31.679Z,39.1262,-119.4076,9.4624,0.45,ml,3,185.25,0.154,0.0461,nn,nn00497411,2015-06-06T02:44:12.726Z,"20km SE of Dayton, Nevada",earthquake
